username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
Don't Trust The Lying Media,Parody ,"🤡🤡 Reporters Photos are Posted with it as if they're SCIENTIST 

""Omicron variant of COVID-19: New travel guidelines to come into force from December 1""

 #vaccinated #vaccination #VaccinationDrive #vaccineSideEffects 
 #FarziMahamari  #मौतकाटिका #VaccineSh1tShow https://t.co/xgeKuvXLiZ",2021-11-29 17:53:02+00:00,"vaccinated,vaccination,vaccinationdrive,vaccinesideeffects,farzimahamari,मौतकाटिका,vaccinesh1tshow",report photo post theyr scientist omicron variant covid19 new travel guidelin come forc decemb vaccin vaccin vaccinationdr vaccinesideeffect farzimahamari vaccinesh1tshow,United States
ConwayMedicalCenter,"Conway, SC",Our Covid-19 vaccine clinic is open today until 5pm for ages 12 and up.  Vaccination remains our best defense.  Click here for more on Covid-19 and information on available vaccines https://t.co/XsKwFgbw9Q https://t.co/oa8dgIAxNb,2021-11-29 17:52:01+00:00,,covid19 vaccin clinic open today 5pm age vaccin remain best defens click covid19 inform avail vaccin,United States
Media Matters,"Washington, DC",Transcript and more details on Fox's ongoing sabotage of vaccination efforts here https://t.co/VZHKjZ21Jm,2021-11-29 17:51:40+00:00,,transcript detail fox ongo sabotag vaccin effort,United States
Media Matters,"Washington, DC","In a monumental display of hypocrisy, a Fox News anchor and his guest attacked President Joe Biden for the fact that America’s vaccination rate against COVID-19 is too low. https://t.co/0bI5IbimT7",2021-11-29 17:51:02+00:00,,monument display hypocrisi fox news anchor guest attack presid joe biden fact america vaccin rate covid19 low,United States
Houston Health Dept,"Houston, TX","@ape_jt Hi. This reinforces the facts. The risks of COVID-19 illness and its related, possibly severe complications, such as long-term health problems, hospitalization, and death, far outweigh the potential risks of having a rare adverse reaction to vaccination, including myocarditis.",2021-11-29 17:50:56+00:00,,apejt hi reinforc fact risk covid19 ill relat possibl sever complic longterm health problem hospit death far outweigh potenti risk rare advers reaction vaccin includ myocard,United States
@NVHealthResponse,"Nevada, USA","While children are not as severely affected by a COVID-19 infection as adults, COVID-19 was the 6th leading cause of death in children aged 5-14 in September 2021. Vaccination contributes to a healthier Nevada.

Find a vaccination clinic:
https://t.co/2SI3XShYDb https://t.co/CH7tiExrK9",2021-11-29 17:50:02+00:00,,child sever affect covid19 infect adult covid19 6th lead caus death child age septemb vaccin contribut healthier nevada find vaccin clinic,United States
Robin Rudowitz,"Washington, DC","Follow @mmusumec for the latest updates on litigation related to vaccine mandates for health care workers.  Also, see brief on this issue:  https://t.co/TCVXoXqLeL https://t.co/VThOGiXV7l",2021-11-29 17:48:32+00:00,,follow mmusumec latest updat litig relat vaccin mandat health care worker also see brief issu,United States
SFUSD Covid Cases and Data,"San Francisco, CA","Week 15 (Fall Break) update. SFUSD Covid-19 Case Data for Cumulative &amp; Weekly cases follows.

Color cases/tests are not differentiated between staff or students. No public data for outbreaks, ages, vaccination status, impacted schools/zips, or quarantine numbers at this time. https://t.co/wknlHdnIKR",2021-11-29 17:46:27+00:00,,week fall break updat sfusd covid19 case data cumul amp weekli case follow color casestest differenti staff student public data outbreak age vaccin statu impact schoolszip quarantin number time,United States
Ledge Light HD,Southeastern CT,"COVID-19 Vaccine Clinic: Need a 1st, 2nd or 3rd (booster) COVID Vaccination? Make an appointment for our clinic this Friday, December 3rd in Groton, CT! Registration is now open - https://t.co/EuwPF9Wh4Z",2021-11-29 17:46:01+00:00,,covid19 vaccin clinic need 1st 2nd 3rd booster covid vaccin make appoint clinic friday decemb 3rd groton ct registr open,United States
Mass. Public Health,"Boston, MA","TODAY (11/29): In New Bedford, visit a mobile COVID vaccination clinic at the McCoy Center, 181 Hillman St., 2pm-7pm. Other pop-up clinics are happening across MA. Find one near you: https://t.co/g23kdeZh3l #TrustTheFacts #GetTheVax https://t.co/MTNqPZ4ril",2021-11-29 17:45:07+00:00,"trustthefacts,getthevax",today new bedford visit mobil covid vaccin clinic mccoy center hillman st 2pm7pm popup clinic happen across find one near trustthefact getthevax,United States
Mary Nelson,"Illinois, USA","@RonFilipkowski The leader of his church encourages #vaccination.
https://t.co/F9LdkkFFkP",2021-11-29 17:43:02+00:00,vaccination,ronfilipkowski leader church encourag vaccin,United States
(Italian) Bamboo cryptologist,Ohio,"@LindseyGrahamSC @TGowdySC @FoxNews Rupert Murdoch required proof of vaccination for Covid-19 and nose swabbed guests for his 90th birthday party — opposite of what Fox News has been telling viewers.
#FoxNewsKills #FoxNewsLies 
https://t.co/3HA0I7QvHo",2021-11-29 17:40:41+00:00,"foxnewskills,foxnewslies",lindseygrahamsc tgowdysc foxnew rupert murdoch requir proof vaccin covid19 nose swab guest 90th birthday parti opposit fox news tell viewer foxnewskil foxnewsli,United States
Pittsburgh Post-Gazette,"Pittsburgh, Pa.","President Biden is urging Americans to get vaccinated including booster shots as he seeks to quell concerns over the new COVID-19 variant omicron, but he won’t immediately push for more restrictions to stop its spread. https://t.co/82eQbHPAlJ",2021-11-29 17:39:55+00:00,,presid biden urg american get vaccin includ booster shot seek quell concern new covid19 variant omicron wont immedi push restrict stop spread,United States
Maine's CW,"Westbrook, Maine","Maine COVID-19 Information: Adult boosters, vaccinations for kids, tracking cases https://t.co/I2qJR054pM",2021-11-29 17:38:03+00:00,,main covid19 inform adult booster vaccin kid track case,United States
albert moore,USA,"We must resist this “desired normal” that gives government to much control over our lives. This is proof “vaccination” does not end their control it only sets the precedent.

Omicron COVID-19 Variant Found in More Countries, Sparking Global Concern

https://t.co/Xcz46dbAIK",2021-11-29 17:37:13+00:00,,must resist desir normal give govern much control live proof vaccin end control set preced omicron covid19 variant found countri spark global concern,United States
The Simpsonian,"Indianola, Iowa",Simpson College's COVID-19 dashboard was just updated for last week. The vaccination rate among students remains at 79%. There are currently 6 active cases of COVID-19. https://t.co/6SO9HX51du,2021-11-29 17:36:38+00:00,,simpson colleg covid19 dashboard updat last week vaccin rate among student remain current activ case covid19,United States
Lakewood Regional MC,"Lakewood, Ca",CDC study claims #COVID_19 vaccination offers more protection than having previously had the infection. Check it out @ https://t.co/xodSRBgNjf #LakewoodRMC #COVID19 #Covidvaccine #coronavaccine #coronavirus,2021-11-29 17:36:00+00:00,"covid_19,lakewoodrmc,covid19,covidvaccine,coronavaccine,coronavirus",cdc studi claim covid19 vaccin offer protect previous infect check lakewoodrmc covid19 covidvaccin coronavaccin coronaviru,United States
Rich Thompson,Alaska,"Re-consider your vaccination status if you are relying on ""natural immunity"" from a previous infection to protect you.  Every infection opens the door for potential further mutation, but, bottom line, why on earth would you want to go through COVID twice?
https://t.co/APj7zx8Xso",2021-11-29 17:35:43+00:00,,reconsid vaccin statu reli natur immun previou infect protect everi infect open door potenti mutat bottom line earth would want go covid twice,United States
Tomy,"Puerto Rico, USA",NIH director: New Covid-19 variant 'ought to redouble' vaccination and mitigation efforts #NewsBreak https://t.co/K4XOqcPu3I,2021-11-29 17:33:01+00:00,newsbreak,nih director new covid19 variant ought redoubl vaccin mitig effort newsbreak,United States
ODE: Online and Digital Education,"Torrance, CA","Proof of vaccination Due January 3, 2022
El Camino College requires all students taking in-person classes, faculty, and employees, to be fully vaccinated against COVID-19 and upload proof of vaccination by January 3, 2022. For more information: https://t.co/v2TXXgYuGV",2021-11-29 17:29:46+00:00,,proof vaccin due januari el camino colleg requir student take inperson class faculti employe fulli vaccin covid19 upload proof vaccin januari inform,United States
Sheila Jackson Lee,"Houston, TX","I am pleading with those still needing a COVID vaccine, including parents with children as young as 5 to commit to getting vaccinated, today. 

If you need assistance finding a vaccination site in Houston, please visit: https://t.co/2VlyyX2YMc https://t.co/EQjZCduWRa",2021-11-29 17:29:21+00:00,,plead still need covid vaccin includ parent child young commit get vaccin today need assist find vaccin site houston plea visit,United States
Ben Hammond,Aurora,"@KeepToTheLight @JamesMartinSJ Measuring how effective vaccines are at blocking someone from getting Covid-19 altogether is difficult, but the consensus, by far, is that it is fairly effective. It’s not spreading misinformation to say that vaccination effectively decreases the likelihood of that happening.",2021-11-29 17:26:16+00:00,,keeptothelight jamesmartinsj measur effect vaccin block someon get covid19 altogeth difficult consensu far fairli effect spread misinform say vaccin effect decreas likelihood happen,United States
Mass. Public Health,"Boston, MA","TODAY (11/29): In #Chelsea, visit a mobile COVID vaccination clinic at the Chelsea Senior Center, 10 Riley Way, 2pm-7pm. Other pop-up clinics are happening across MA. Find one near you: https://t.co/g23kdeZh3l #TrustTheFacts #GetTheVax https://t.co/4R8f6KiZht",2021-11-29 17:25:04+00:00,"chelsea,trustthefacts,getthevax",today chelsea visit mobil covid vaccin clinic chelsea senior center riley way 2pm7pm popup clinic happen across find one near trustthefact getthevax,United States
Justin Burnett,"Springfield, Missouri","This is a sobering image. The best step that you can take to protect yourself &amp; your loved ones from COVID-19 is through vaccination. If you haven't got your initial dose yet, do it. If you haven't scheduled a booster yet, just do it. Your lungs will thank you. 🫁 #TogetherWeCan https://t.co/XIh0Nn3TRY",2021-11-29 17:23:58+00:00,togetherwecan,sober imag best step take protect amp love one covid19 vaccin havent got initi dose yet havent schedul booster yet lung thank togetherwecan,United States
Acting Magazine,"Hollywood, Los Angeles",Should actors who refuse to get a Covid-19 vaccination be fired from an acting job?,2021-11-29 17:23:46+00:00,,actor refus get covid19 vaccin fire act job,United States
Alpharetta Community Chorus,"Alpharetta, GA","Our first in-person concert, in two years, is coming up. Please be prepared to wear a mask and show proof of full vaccination from COVID-19 at the door. You may also access the concert through our website: https://t.co/UcydRo6MQy https://t.co/qjiTO0hTOW",2021-11-29 17:22:51+00:00,,first inperson concert two year come plea prepar wear mask show proof full vaccin covid19 door may also access concert websit,United States
Sentinel-Tribune,"Bowling Green, Ohio",The Wood County Board of Health will hold a special meeting Thursday at 6 p.m. to discuss and take action to address the CMS COVID-19 vaccination requirement and COVID-19 precautions in interim final rule CMS–3415–IFC. This meeting will be held in t… https://t.co/H7jBGwOL8S,2021-11-29 17:22:06+00:00,,wood counti board health hold special meet thursday pm discus take action address cm covid19 vaccin requir covid19 precaut interim final rule cms3415ifc meet held,United States
Yul,"Boca Raton, Fl USA",Verein Sterbehilfe — the German Euthanasia Association — recently announced it will not help unvaccinated patients kill themselves. Now anyone seeking assisted suicide must submit proof of COVID-19 vaccination first. You can't make this shit up. Really?#pandemic,2021-11-29 17:19:54+00:00,pandemic,verein sterbehilf german euthanasia associ recent announc help unvaccin patient kill anyon seek assist suicid must submit proof covid19 vaccin first cant make shit reallypandem,United States
jesse Lee green,abilene texas area,This new version of Covid 19 will have USA in full lock down before Christmas. It will be by Federal Law passed by democrat controlled houses signed into law by Democrat President! Mandatory vaccination &amp; concentration camps like Australia has now,2021-11-29 17:19:47+00:00,,new version covid usa full lock christma feder law pas democrat control hous sign law democrat presid mandatori vaccin amp concentr camp like australia,United States
Mark Browning,Kentucky,"@LisaDNews Americans are really advertising their ignorance when they use a statement online or by some Taliban Repub to avoid the vaccination that would save their lives when there's 777,000 Americans dead already from the covid-19.🙄🙄",2021-11-29 17:19:21+00:00,,lisadnew american realli advertis ignor use statement onlin taliban repub avoid vaccin would save live there american dead alreadi covid19,United States
Pro Per Paul,California,"@TheLeoTerrell No kidding. The only topic slow @joebiden speaks to is Covid-19. That being said, Mr @POTUS, can you prove the safest ""we"" are from COVID is to take a vaccination + booster? U are the playbook of the back-benching 70's. Fraudulent #Fauci's science will never beat the/my numbers.",2021-11-29 17:17:36+00:00,fauci,theleoterrel kid topic slow joebiden speak covid19 said mr potu prove safest covid take vaccin booster u playbook backbench 70 fraudul fauci scienc never beat themi number,United States
The Ghost of Captain Planet 🇵🇸💚,Earth,"@12345_russell @ajthompson13 Fair enough, but that is unrelated to my main point about how vaccination is objectively more effective than non-vaccination at keeping people away from hospital due to covid 19. Less infections, and less morbidity.",2021-11-29 17:17:01+00:00,,12345russel ajthompson13 fair enough unrel main point vaccin object effect nonvaccin keep peopl away hospit due covid le infect le morbid,United States
Kathryn Dill,New York,"Some hospitals, nursing homes and other healthcare providers are preparing to operate without up to a third of their staff at the start of next year, if those workers don’t comply with a federal mandate to get vaccinated against Covid-19. w/ @littlewern  https://t.co/e6EJtmHohZ",2021-11-29 17:16:56+00:00,,hospit nurs home healthcar provid prepar oper without third staff start next year worker dont compli feder mandat get vaccin covid19 w littlewern,United States
Round Rock Patch,"Round Rock, TX","If your child is in need of a vaccine, Round Rock ISD will host two COVID-19 vaccination clinics on Monday and Tuesday. https://t.co/n3fkvO2JVv",2021-11-29 17:16:00+00:00,,child need vaccin round rock isd host two covid19 vaccin clinic monday tuesday,United States
